Crs Code,Name,Changed By,Changed Date,NLC,16 Char Name,Address Line 1,Address Line 2,Address Line 3,Address Line 4,Address Line 5,Postcode,Longitude,Latitude,Station Operator,Staffing Level,CCTV Available,Info. avail. from staff,Opening Note,CIS,Help Points,Help Points Available,Ticket Office Opening Note,Ticket Office Available,Ticket Office Location,Pre-purchase Collection,Ticket Machine Available,Oyster Issued,Oyster Topup,Oyster Pickup,Use Oyster,Oyster Comments,Smartcard Issued,Smartcard Topup,Smartcard Pickup,Smartcard Validator,Smartcard Comments,Travelcard Zone,Penalty Fares,Penalty Fares TOCs,Penalty Fares URL,Always show Oyster,Note,Primary Tel Country,Primary Tel Nr.,Primary Tel Ext.,Url,Available,Operator Name,Primary Tel Country,Primary Tel Nr.,Primary Tel Ext.,Url,Opening Note,Available,Operator Name,1st Class Lounge Note,1st Class Lounge Opening Note,1st Class Lounge Available,Seated Area Available,Seated Area Location,Waiting Room Opening Note,Waiting Room Available,Waiting Room Location,Trolleys Available,Refreshments Note,Refreshments Available,WC Available,WC Location,Baby Change Available,Baby Change Location,Showers Available,Telephones Exist,Telephones Usage Type,Wifi Note,Wifi Available,Web Kiosk Opening Note,Web Kiosk Available,Postbox Available,Postbox Location,Tourist Info Available,Tourist Info Location,ATM Available,ATM Location,Bureau de Change Available,Shops Note,Shops Available,Helpline Note,Helpline Contact,Helpline Opening Note,Staff Help Note,Staff Help Opening Note,Staff Help Available,Induction Loop,Accessible Ticket Machines Note,Accessible Ticket Machines Available,Height Adjusted Counter Note,Height Adjusted Counter Available,Train Access Ramp Available,Accessible Taxis,Accessible Phones,Nearest Stations More Facilities Note,National Key Toilets Available,National Key Toilets Location,Step Free Access Note,Step Free Access Available,Ticket Gates Note,Ticket Gates Available,Impaired Mobility Set Down Note,Impaired Mobility Set Down Available,Wheelchairs Opening Note,Wheelchairs Available,Spaces,Sheltered,Security,Location,Note,Type,Rail Replacement Note,Rail Replacement Map,Taxi Rank,Onward Travel,Metro Services,Airport,Port,Car Hire,Cycle Hire,Station Alert,TOCs,Station Category,Page Guid,,,,,
FNC,Farncombe,KMiller,29/12/2013,564300,FARNCOMBE,Station Road,Farncombe,Godalming,,,GU7 3NF,-0.604545436,51.19715045,SW,partTime,Y,,,,<p>Customer Help points are located on every platform</p>,Y,,Y,<p>Outside the station entrance and in booking hall</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,Y,,,,,,N,Please contact our Customer Services Department on 0845 6000 650,,,,,N,,,,,,,Y,,,,N,Y,,,Y,yes,N,,N,N,,N,,N,Y,CardsAndCoins,<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=GU7 3NF&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Farncombe station</a>,N,,N,Y,,N,,N,,N,,N,,,,,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",N,,N,Y,,,,N,,<p>There is step free access to each platform. Interchange - Is via a footbridge consisting of 47 steps or via road bridge (15 mins). Overview - Farncombe is a wheelchair accessible station.</p>,N,,,,N,,N,26,Yes,Y,<p>Platforms 1 & 2</p>,,Stands,"<p>Station Forecourt, off Station Road</p>",,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/FNC.pdf"">here</a></p>",,,,,,,SW,,F8CF61EC49864A378FCFC4092AE5C5B1,,,,,
FNH,Farnham,cplewa,11/03/2014,554500,FARNHAM,Station Hill,Farnham,,,,GU9 8AD,-0.792428907,51.21190211,SW,fullTime,Y,,,,<p>Customer Help points are located on every platform</p>,Y,,Y,<p>Outside the station entrance and in booking hall</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,N,,,,,,N,<p>Please contact our Customer Services Department on 0845 6000 650</p>,,,,,N,,,,,,,Y,,,,N,Y,,,Y,,N,,Y,Y,,Y,,N,Y,CardsAndCoins,"<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=GU9 8AD&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Farnham station</a></p>",N,,N,Y,,N,,N,,N,,N,,,,,,Y,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,Y,,,,N,,<p>Both platforms have level access.</p> <p>Step free interchange is via a level crossing at the London end of the platforms.</p>,N,,,,N,,Y,76,Yes,Y,"<p><span data-sheets-rawvalue=""Platform 1, platform 2, platform 1 car park, platform 2 car park, "">Platform 1, platform 2, platform 1 car park and platform 2 car park </span></p>",,Stands,<p>Station Forecourt - London Side</p>,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/FNH.pdf"">here</a></p>",,,,,,,SW,,B6174D204A294DC6A3A3490E01B1F4B1,,,,,
FEL,Feltham,KThimbleby,20/01/2014,555900,FELTHAM.,Hounslow Road,Feltham,Greater London,,,TW13 4BY,-0.409827793,51.4479016,SW,fullTime,Y,,,,<p>Customer Help points are located on every platform</p>,Y,,Y,<p>Outside the entrance to platform 2 and in booking hall</p>,TicketMachine,Y,N,Y,TicketMachine,Y,,N,N,NotAvailable,N,,Zone 6,,,,Y,<p>Please contact our Customer Service Centre on 0845 6000 650</p>,,,,,N,,,,,,,Y,,,,N,Y,,,Y,,N,,Y,Y,,Y,,N,Y,CardsAndCoins,,N,,N,Y,,N,,Y,,N,,Y,,,,,,Y,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,Y,,,,N,,<p>There is level access to both platforms. There is level interchange between platforms using lifts.</p> <p>The lifts are in operation when the station is staffed until 00.30 everyday.</p>,Y,,,,N,,Y,67,Yes,Y,"<p><span style=""font-family: ;"" data-sheets-rawvalue=""booking hall entrance, platform 2"">Booking hall entrance, platform 2</span></p>","<p><span style=""font-family: ;"" data-sheets-rawvalue=""3 lockers and 64 cycle stand parking spaces"">3 lockers and 64 cycle stand parking spaces</span></p>","Lockers, Stands","<p>Station Forecourt, off Hounslow Road</p>",,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/FEL.pdf"">here</a></p>",,,,,,,SW,,62079BB9B5EE45CABF234351C9100FDF,,,,,
FNT,Feniton,cevans,22/08/2013,580800,FENITON,Feniton,Honiton,,,,EX14 3BT,-3.285357243,50.78644387,SW,fullTime,Y,,,,<p>Customer Help points are located on every platform</p>,Y,,Y,<p>At the station entrance</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,N,,,,,,N,Please contact our Customer Service Centre on 0845 6000 650,,,,,N,,,,,,,Y,,,,N,Y,,,Y,,N,,N,N,,N,,N,Y,CardsAndCoins,<p>Find WiFi Hotspots around Feniton station</p>,N,,N,Y,,N,,N,,N,,N,,,,,,Y,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,Y,,,,N,,<p>Feniton is a wheelchair accessible station.</p>,Y,,,,N,,N,8,No,Y,<p>Platform 4</p>,,Stands,"<p>Stops outside 'Nogs Inn' Public house, adjacent to station</p>",,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/FNT.pdf"">here</a></p>",,,,,,,SW,,FFF342D3F3224FF9BC6C3E318721E81F,,,,,
FLE,Fleet,KMiller,12/02/2014,552200,FLEET,Station Approach,Fleet,,,,GU51 3QY,-0.830808013,51.29063459,SW,partTime,Y,,,,<p>Customer Help points are located on every platform</p>,Y,,Y,<p>Outside station near ticket office entrance</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,Y,,,,,,N,Please contact our Customer Service Centre on 0845 6000 650,,,,,N,,,,,,,Y,,,,N,Y,,,Y,,N,,Y,Y,,Y,,N,Y,CardsAndCoins,,N,,N,N,,N,,Y,,N,,N,,,,,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,Y,,,,N,"<p>A National Key Scheme toilet is available. Radar Key available from station staff. If you wish to buy a 'National Key Scheme' key, [RADAR]. Their address is 12 City Forum, 250 City Road, London EC1V 8AF, tel: 020 7250 3222, minicom: 020 7250 4119, fax: 020 7250 0212, email: radar@radar.org.uk, web www.radar.org.uk/ site:</p>","<p>Platform 1 (for trains to Farnborough, Woking and London Waterloo) has level access from the car park.</p> <p>Platform 2 (for trains to Basingstoke) has level access via the booking hall.</p> <p>Interchange between platforms is not possible inside the station. Interchange (10 minute walk) is possible via a road footbridge.</p>",N,,,,N,,Y,222,Yes,Y,<p>Platforms 1 & 2</p>,"<p><span style=""font-family: ;"" data-sheets-rawvalue=""7 lockers and 222 cycle stand parking spaces, 36 of them in secure compound"">7 lockers and 215 cycle stand parking spaces, 36 of them in secure compound</span></p>","Compound, Lockers, Stands","<p>Station Forecourt, off Fleet Road</p>",,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/FLE.pdf"">here</a></p>",,,,,,"<p style=""margin: 0cm 0cm 0pt;""><span><strong></strong></span>�</p> <p style=""line-height: normal; margin: 0cm 0cm 0pt;""><b><span>The car park adjacent to platform 2 will be closed from Saturday 8 February until April 2014 to allow for the completion of the decked car park.</span></b></p> <p style=""line-height: normal; margin: 0cm 0cm 0pt;""><span></span>�</p> <p style=""line-height: normal; margin: 0cm 0cm 0pt;""><span>The <b>platform 1 </b>car park will remain open and in use on a �first come, first served� basis with the current restrictions still in place.</span></p> <p style=""line-height: normal; margin: 0cm 0cm 0pt;""><b><span>Fleet </span></b><span>monthly and over car park season tickets, will be valid for use at <b>Farnborough </b>Station between the above dates. </span></p> <p style=""line-height: normal; margin: 0cm 0cm 0pt;""><span>For alternative parking in <b>Fleet </b>please see our website or posters on the station.</span>�<span>�</p> <p style=""margin: 0cm 0cm 0pt;"">�</p> <p></span></p> <p style=""margin: 0cm 0cm 0pt;"">Please take care whilst improvements are being made on and around the platform area at this station.</p> <p style=""line-height: normal; margin: 0cm 0cm 0pt;""><span><span>I am sorry for the inconvenience this will cause and thank you for your patience while we deliver this substantial improvement</span></span></p> <p style=""margin: 0cm 0cm 0pt;"">�</p> <p style=""line-height: normal; margin: 0cm 0cm 0pt;""><span><span></span>�</p> <p style=""margin: 0cm 0cm 0pt;""><span></span>�</p> <p>&#160;</p> <p style=""line-height: normal; margin: 0cm 0cm 0pt;"">�</p> <p></span></p> <p style=""margin: 0cm 0cm 0pt;"">�</p> <span><b> <p style=""line-height: normal; margin: 0cm 0cm 0pt;"">�</p> </b></span> <p style=""line-height: normal; margin: 0cm 0cm 0pt;""><span><b></b></span></p> <p style=""line-height: normal; margin: 0cm 0cm 0pt;"">�</p> <p style=""margin: 0cm 0cm 0pt;"">�</p> <p style=""margin: 0cm 0cm 0pt;"">�</p> <p style=""margin: 0cm 0cm 0pt;"">�</p> <p style=""margin: 0cm 0cm 0pt;""><span></p> <p style=""margin: 0cm 0cm 0pt;""><span></span></p> <p>&#160;</p> <p>�</p> <p>&#160;</p> <p>�</p> <p>&#160;</p> <p>&#160;</p> <p></span></p> <p style=""margin: 0cm 0cm 0pt;"">�</p>",SW,,A7202FCD5E39424288CA125DEED319D1,,,,,
FTN,Fratton,KThimbleby,20/01/2014,550900,FRATTON,Selbourne Terrace,Fratton,Portsmouth,,,PO1 5AW,-1.073980501,50.79632515,SW,partTime,Y,,,,<p>Customer Help points are located on every platform</p>,Y,,Y,<p>Outside the main station entrance and in the booking hall</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,N,,,,,,N,<p>Please contact our Customer Service Centre on 0845 6000 650</p>,,,,,N,,,,,,,Y,,,,N,Y,,,N,,N,Food outlet (Seating available),Y,Y,,N,,N,Y,CardsAndCoins,,N,,N,N,,N,,N,,N,,Y,,,,,,Y,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,Y,Y,,,,N,<p>Accessible toilet on platform 1 in booking hall.</p>,"<p>Platform&nbsp;1 (for trains to&nbsp;Havant, Brighton and London Waterloo) has step-free access.</p> <p>Interchange - Lift access from platform 1 to platforms&nbsp;2 & 3 (for trains to Portsmouth)&nbsp;or 50 steps via the footbridge.</p> <p>The lifts are available until 23.00 everyday</p>",N,,,,N,,Y,94,Yes,Y,<p>Platform 1</p>,,Stands,<p>Goldsmith Avenue (for buses in both directions).</p> <p>Goldsmith Avenue is located on the opposite side of the footbridge from the main entrance/taxi rank/Railway club.</p>,,<p>Located directly outside main entrance/exit</p>,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/FTN.pdf"">here</a></p>",,,,,,,SW,,4FE5259715244DFC97A5E185B88C55EA,,,,,
FML,Frimley,KMiller,30/12/2013,568300,FRIMLEY,Station Approach,Frimley,Camberley,,,GU16 5EW,-0.746991209,51.31186216,SW,partTime,Y,,,,<p>Customer Help points are located on every platform</p>,Y,,Y,<p>At the station entrance near to booking hall</p>,,Y,N,N,NotAvailable,N,,N,N,NotAvailable,Y,,,Applicable Operators: South West Trains,SW,,N,<p>Please contact our Customer Service Centre on 0845 6000 650</p>,,,,,N,,,,,,,Y,,,,N,N,,,N,,N,,N,N,,N,,N,Y,CardsAndCoins,"<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=GU16 5EW&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Frimley station</a></p>",N,,N,N,,N,,N,,N,,N,,,,,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,N,,,,N,,<p>There is no level access to platform&nbsp,2 (for trains to Ascot&nbsp,Virginia Water and Staines).&nbsp, via a footbridge with 53 steps)</p> <p>There is level access to platform&nbsp,1 (for trains to Aldershot and Guildford)</p>,N,,,,N,,N,20,Yes,Y,,,Stands,<p>Station Forecourt</p>,,,,,,,,,,SW,,38C4FD15632B4A4E96BA61FC248E919C,
FLW,Fulwell,KMiller,29/12/2013,558700,FULWELL,Wellington Gardens,Twickenham,Greater London,,,TW2 5NY,-0.349469931,51.43393799,SW,partTime,Y,,,,<p>Customer Help points are located on every platform</p>,Y,,Y,<p>Outside the ticket office</p>,TicketMachine,Y,N,Y,TicketMachine,Y,,N,N,NotAvailable,N,,Zone 6,,,,Y,Please contact our Customer Service Centre on 0845 6000 650,,,,,N,,,,,,,Y,,,,N,Y,,,N,,N,,N,N,,N,,N,Y,CardsAndCoins,,N,,N,Y,,N,,N,,N,,N,,,,,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,N,,,,N,,<p>Fulwell is inaccessible to wheelchair users. Customers are advised to use Hampton (for trains to Shepperton) or Teddington (for trains to Clapham Junction and Waterloo) or to contact our Asisted Travel team on 0800 52 82 100.</p>,N,,,,N,,N,20,Yes,Y,,,Stands,<p>To Shepperton: Wellington Road bus stop 'B' To Strawberry Hill: Wellington Road bus stop 'A'</p>,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/FLW.pdf"">here</a></p>",,,,,,,SW,,95EABD657F9B4997A2FD703FA95C8F47,,,,,
GIL,Gillingham (Dorset),KMiller,30/12/2013,579600,GILLINGHAM DSET,Station Yard,Gillingham,,,,SP8 4PZ,-2.272639221,51.03402105,SW,partTime,Y,,,,<p>Customer Help points are located on every platform</p>,Y,,Y,<p>Outside the main station entrance.</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,Y,,,,,,N,<p>Please contact our Customer Service Centre on 0845 6000 650</p>,,,,,N,,,,,,,Y,,,,N,Y,,,Y,,Y,Buffet,Y,Y,,Y,,N,Y,CardsAndCoins,<p>Find WiFi Hotspots around Gillingham (Dorset) station</p>,N,,N,Y,,N,,N,,N,,N,,,,,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,Y,<p>Pre-booked only</p>,,,N,,<p>Only platform 1 is fully accessible.</p>,N,,,,N,,Y,34,Yes,Y,<p>Platform 1</p>,,Stands,"<p>Station forecourt, off Le Neuborg Way</p>",,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/GIL.pdf"">here</a></p>",,,,,,,SW,,1E4F6A169C5F461B8DFD626C35920B6B,,,,,
GOD,Godalming,CTucker,08/02/2014,562900,GODALMING,Station Approach,Godalming,,,,GU7 1EU,-0.618859352,51.18658296,SW,partTime,Y,,,,<p>Customer Help points are located on every platform</p>,Y,,Y,<p>Outside station near ticket office entrance</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,Y,,,,,,N,<p>Please contact our Customer Services Department on 0845 6000 650</p>,,,,,N,,,,,,,Y,,,,N,Y,,,Y,,N,,N,Y,,N,,N,Y,CardsAndCoins,,Y,,N,Y,,N,,N,,N,,N,,,,,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,Y,,,,N,,<p>Both platforms are wheelchair accessible but interchange is via stepped subway.</p>,Y,,,,N,,N,62,Yes,Y,"<span style=""font-family: ;"" data-sheets-rawvalue=""Platforms 1 and 2"">Platforms 1 and 2</span>",,Stands,<p>Opposite station entrance</p>,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/GOD.pdf"">here</a></p>",,,,,,"<p dir=""ltr""><span></span></p> <p>�</p>",SW,,072C24F0BF894FEE97E7559C0C2C6A05,,,,,
GRT,Grateley,KMiller,06/10/2013,551400,GRATELEY,Grateley,Hampshire,,,,SP11 8TA,-1.620784549,51.17005721,SW,unstaffed,Y,,,,<p>Help Points are available on both platforms</p>,Y,,N,"<p>On Platform 2, Salisbury direction</p>",TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,Y,,,,,,N,<p>Please contact our Customer Service Centre on 0845 6000 650</p>,,,,,N,,,,,,,Y,,,,N,Y,,,N,,N,,N,N,,N,,N,N,CardsAndCoins,"<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=SP11 8TA&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Grateley station</a></p>",N,,N,N,,N,,N,,N,,N,,,,,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,N,,,,N,,<p>Both platforms are accessible to wheelchairs but interchange is via stepped footbridge.</p>,Y,,,,N,,N,28,Yes,Y,"<p><span style=""font-family: ;"" data-sheets-rawvalue=""cycle stands located in car park"">Cycle stands located in car park</span></p>","<p><span style=""font-family: ;"" data-sheets-rawvalue=""8 cycle lockers and 20 cycle stand parking spaces"">8 cycle lockers and 20 cycle stand parking spaces</span></p>","Lockers, Stands","<p>Station car park, off Cholderton Road (B3084)</p>",,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/GRT.pdf"">here</a></p>",,,,,,,SW,,94FDBD34BEA84D5AAEF25649811190EC,,,,,
GLD,Guildford,Unknown,23/10/2013,563100,GUILDFORD,Station Approach,Guildford,,,,GU1 4UT,-0.580420682,51.23696786,SW,fullTime,Y,,,,<p>Help points are available on all platforms</p>,Y,,Y,<p>In booking hall of both entrances</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,Y,,,Applicable Operators: First Great Western,GW,,N,<p>Please contact our Customer Services Department on 0845 6000 650</p>,,,,,N,,,,,,,Y,,,,N,Y,,,Y,yes,Y,,Y,Y,,Y,,N,Y,CardsAndCoins,<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=GU1 4UT&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Guildford station</a>,N,,N,Y,,N,,Y,,N,,Y,,,,,,Y,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,<p>A low height ticket office counter is located within the main booking hall.</p>,Y,Y,<p>The taxi rank is located outside the main station entrance (platform 2)</p>,,,N,"<p>A National Key Scheme toilet is available on platform 2. Radar Key available from station staff. If you wish to buy a 'National Key Scheme' key, [RADAR]. Their address is 12 City Forum, 250 City Road, London EC1V 8AF, tel: 020 7250 3222, minicom: 020 7250 4119, fax: 020 7250 0212, email: radar@radar.org.uk, web www.radar.org.uk/ site:</p>",<p>There is level access to the booking hall and all platforms&nbsp,from&nbsp,the main entrance in Walnut Tree Close. There is no step free access from the Guildford Park Road entrance.</p> <p>There is step free access to&nbsp,and interchange between all platforms via steep ramps. A staff operated powered wheelchair is available for customers. Please speak to a member of staff or our Assisted Travel team.</p>,Y,,,,N,,Y,320,Yes,Y,<p>Car parks 1 & 2</p>,,Stands,<p>Bus lay-by in Station Forecourt off Walnut Tree Close.</p>,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/GLD.pdf"">here</a></p>",,,,<p>Hertz Car Rental</p>,"Brompton Dock <BR>0208 232 3931<BR><A href=""http://www.bromptondock.co.uk/"">www.bromptondock.co.uk</A>&nbsp;",,SW,,51D0AC406E154A39AF23FCA80BC28FAB,,
